# Ordnung, a_l / cm, a_r / cm
1	54.33	45.62
2	58.68	41.25
3	63.03	36.81
4	67.38	32.52
5	71.78	28.18
6	76.17	23.79
7	80.55	19.48
8	84.99	15.00
9	89.40	10.54
10	93.86	6.11
11	98.32	1.68
